id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak,style
553,UFC 320: Ankalaev vs. Pereira 2,1277,2025-10-04T22:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12274,1,Upcoming,Main,2025-10-05T02:00Z,PPV,3046,155703,Red,Magomed,Ankalaev,,6/2/92,33,Orthodox,205,75,75,http://www.ufc.com/athlete/Magomed-Ankalaev,Light Heavyweight,21,1,1,1,,Dagestan,Russia,Makhachkala,Dagestan,Russia,https://ufc.com/images/2025-10/ANKALAEV_MAGOMED_BELT_10-04.png,0,-285,12,Combat Sambo
554,UFC 320: Ankalaev vs. Pereira 2,1277,2025-10-04T22:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12274,1,Upcoming,Main,2025-10-05T02:00Z,PPV,3546,164059,Blue,Alex,Pereira,Poatan,7/7/87,38,Orthodox,205,76,79,http://www.ufc.com/athlete/Alex-Pereira,Light Heavyweight,12,3,0,0,Sao Bernardo do Campo,Sao Paulo,Brazil,Sao Paulo,Sao Paulo,Brazil,https://ufc.com/images/2025-10/PEREIRA_ALEX_10-04.png,1,230,-1,Kickboxing
555,UFC 320: Ankalaev vs. Pereira 2,1277,2025-10-04T22:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12275,2,Upcoming,Main,2025-10-05T02:00Z,PPV,3020,128855,Red,Merab,Dvalishvili,The Machine,1/10/91,34,Orthodox,135,66,68,http://www.ufc.com/athlete/Merab-Dvalishvili,Bantamweight,20,4,0,0,Tbilisi,,Georgia,Tbilisi,,Georgia,https://ufc.com/images/2025-10/DVALISHVILI_MERAB_BELT_10-04.png,0,-380,13,Freestyle Wrestling
556,UFC 320: Ankalaev vs. Pereira 2,1277,2025-10-04T22:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12275,2,Upcoming,Main,2025-10-05T02:00Z,PPV,3055,130597,Blue,Cory,Sandhagen,,4/20/92,33,Switch,135,71,70,http://www.ufc.com/athlete/Cory-Sandhagen,Bantamweight,18,5,0,0,Aurora,Colorado,USA,Aurora,Colorado,USA,https://ufc.com/images/2025-10/SANDHAGEN_CORY_10-04.png,4,300,1,Kickboxing
557,UFC 320: Ankalaev vs. Pereira 2,1277,2025-10-04T22:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12276,3,Upcoming,Main,2025-10-05T02:00Z,PPV,3438,163107,Red,Jiri,Prochazka,,10/14/92,32,Orthodox,205,75,80,http://www.ufc.com/athlete/Jiri-Prochazka,Light Heavyweight,31,5,1,0,Hosteradice,,Czech Republic,Brno,,Czech Republic,https://ufc.com/images/2025-10/PROCHAZKA_JIRI_10-04.png,2,-180,1,Kyokushin Karate
558,UFC 320: Ankalaev vs. Pereira 2,1277,2025-10-04T22:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12276,3,Upcoming,Main,2025-10-05T02:00Z,PPV,2790,139187,Blue,Khalil,Rountree Jr.,,2/26/90,35,Southpaw,205,73,76.5,http://www.ufc.com/athlete/Khalil-Rountree-Jr.,Light Heavyweight,15,6,0,1,Los Angeles,California,USA,Las Vegas,Nevada,USA,https://ufc.com/images/2025-10/ROUNTREE_KHALIL_10-04.png,4,150,1,Muay Thai
559,UFC 320: Ankalaev vs. Pereira 2,1277,2025-10-04T22:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12375,4,Upcoming,Main,2025-10-05T02:00Z,PPV,2773,134271,Red,Josh,Emmett,CC0,3/4/85,40,Orthodox,145,66,70,http://www.ufc.com/athlete/Josh-Emmett,Featherweight,19,5,0,0,Phoenix,Arizona,USA,Sacramento,California,USA,https://ufc.com/images/2025-10/EMMETT_JOSH_10-04.png,8,330,-1,Wrestling/Boxing
560,UFC 320: Ankalaev vs. Pereira 2,1277,2025-10-04T22:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12375,4,Upcoming,Main,2025-10-05T02:00Z,PPV,3442,145165,Blue,Youssef,Zalal,The Moroccan Devil,9/4/96,29,Switch,145,70,72,http://www.ufc.com/athlete/Youssef-Zalal,Featherweight,17,5,1,0,Casablanca,,Morocco,Englewood,Colorado,USA,https://ufc.com/images/2025-10/ZALAL_YOUSSEF_10-04.png,9,-425,7,Muay Thai
561,UFC 320: Ankalaev vs. Pereira 2,1277,2025-10-04T22:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12318,5,Upcoming,Main,2025-10-05T02:00Z,PPV,3741,157149,Red,Abus,Magomedov,,9/2/90,35,Orthodox,185,74,78,http://www.ufc.com/athlete/Abus-Magomedov,Middleweight,28,6,1,0,Argun,Chechnya,Russia,Dusseldorf,North Rhine-Westphalia,Germany,https://ufc.com/images/2025-10/MAGOMEDOV_ABUS_10-04.png,14,200,2,Combat Sambo
562,UFC 320: Ankalaev vs. Pereira 2,1277,2025-10-04T22:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12318,5,Upcoming,Main,2025-10-05T02:00Z,PPV,3505,150804,Blue,Joe,Pyfer,Bodybagz,9/17/96,29,Orthodox,185,74,75,http://www.ufc.com/athlete/Joe-Pyfer,Middleweight,14,3,0,0,Vineland,New Jersey,USA,Philadelphia,Pennsylvania,USA,https://ufc.com/images/2025-10/PYFER_JOE_10-04.png,,-245,3,Boxing
563,UFC 320: Ankalaev vs. Pereira 2,1277,2025-10-04T22:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12451,6,Upcoming,Prelims1,2025-10-05T00:00Z,ESPN+,4262,180864,Red,Ateba,Gautier,The Silent Assassin,4/10/02,23,Switch,185,76,81,http://www.ufc.com/athlete/Ateba-Gautier,Middleweight,8,1,0,0,Yaounde,,Cameroon,Yaounde,,Cameroon,https://ufc.com/images/2025-10/GAUTIER_ATEBA_10-04.png,,-2000,7,Kickboxing
564,UFC 320: Ankalaev vs. Pereira 2,1277,2025-10-04T22:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12451,6,Upcoming,Prelims1,2025-10-05T00:00Z,ESPN+,4494,,Blue,Tre'ston,Vines,TVTime,6/18/96,29,Orthodox,185,73,79.5,http://www.ufc.com/athlete/Treston-Vines,Middleweight,10,3,0,0,Opelika,Alabama,USA,Camp Hill,Alabama,USA,https://ufc.com/images/2025-10/VINES_TRESTON_10-04.png,,1000,4,Wrestling
565,UFC 320: Ankalaev vs. Pereira 2,1277,2025-10-04T22:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12404,7,Upcoming,Prelims1,2025-10-05T00:00Z,ESPN+,3756,149829,Red,Daniel,Santos,Willycat,3/12/95,30,Orthodox,145,67,67,http://www.ufc.com/athlete/Daniel-Santos,Featherweight,13,2,0,0,Uberaba,Minas Gerais,Brazil,Uberlandia,Minas Gerais,Brazil,https://ufc.com/images/2025-10/SANTOS_DANIEL_10-04.png,,-142,3,Muay Thai
566,UFC 320: Ankalaev vs. Pereira 2,1277,2025-10-04T22:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12404,7,Upcoming,Prelims1,2025-10-05T00:00Z,ESPN+,4317,183845,Blue,JooSang,Yoo,Zombie Jr.,1/21/94,31,Orthodox,145,67,71.5,http://www.ufc.com/athlete/JooSang-Yoo,Featherweight,9,0,0,0,Seoul,,South Korea,Seoul,,South Korea,https://rnixnohdeayspegtrfds.supabase.co/storage/v1/object/public/fighters/YOO_JOOSANG.png,,120,12,Taekwondo
567,UFC 320: Ankalaev vs. Pereira 2,1277,2025-10-04T22:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12358,8,Upcoming,Prelims1,2025-10-05T00:00Z,ESPN+,4399,,Red,Patchy,Mix,No Love,8/16/93,32,Southpaw,135,71,70.5,http://www.ufc.com/athlete/Patrick-Mix,Bantamweight,20,2,0,0,Buffalo,New York,USA,Angola,New York,USA,https://ufc.com/images/2025-10/MIX_PATCHY_10-04.png,,-305,-1,Wrestling/BJJ
568,UFC 320: Ankalaev vs. Pereira 2,1277,2025-10-04T22:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,T-Mobile Arena,268,Las Vegas,Nevada,USA,USA,12358,8,Upcoming,Prelims1,2025-10-05T00:00Z,ESPN+,4421,187425,Blue,Jakub,Wiklacz,,9/10/96,29,Orthodox,135,70,72.5,http://www.ufc.com/athlete/Jakub-Wiklacz,Bantamweight,16,3,2,0,Olsztyn,Warmian-Masurian,Poland,Poznan,Greater Poland,Poland,https://ufc.com/images/2025-10/WIKLACZ_JAKUB_10-04.png,,245,6,BJJ
