id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak,style
841,UFC 325: Volkanovski vs. Lopes 2,1295,2026-01-31T22:00Z,GMT+11:00,Upcoming,1,Ultimate Fighting Championship,Qudos Bank Arena,205,Sydney,New South Wales,Australia,AUS,12535,1,Upcoming,Main,2026-02-01T02:00Z,Paramount+,2824,149938,Red,Alexander,Volkanovski,The Great,9/29/88,37,Orthodox,145,66,71.5,http://www.ufc.com/athlete/Alexander-Volkanovski,Featherweight,27,4,0,0,Shellharbour,New South Wales,Australia,Windang,New South Wales,Australia,https://ufc.com/images/2026-01/VOLKANOVSKI_ALEXANDER_BELT_01-31.png,0,-150,1,Striker
842,UFC 325: Volkanovski vs. Lopes 2,1295,2026-01-31T22:00Z,GMT+11:00,Upcoming,1,Ultimate Fighting Championship,Qudos Bank Arena,205,Sydney,New South Wales,Australia,AUS,12535,1,Upcoming,Main,2026-02-01T02:00Z,Paramount+,3754,165900,Blue,Diego,Lopes,,12/30/94,31,Orthodox,145,71,72.5,http://www.ufc.com/athlete/Diego-Lopes,Featherweight,27,7,0,0,Manaus,Amazonas,Brazil,Manaus,Amazonas,Brazil,https://ufc.com/images/2026-01/LOPES_DIEGO_01-31.png,2,125,1,BJJ
843,UFC 325: Volkanovski vs. Lopes 2,1295,2026-01-31T22:00Z,GMT+11:00,Upcoming,1,Ultimate Fighting Championship,Qudos Bank Arena,205,Sydney,New South Wales,Australia,AUS,12542,2,Upcoming,Main,2026-02-01T02:00Z,Paramount+,2254,139090,Red,Dan,Hooker,The Hangman,2/13/90,35,Switch,155,72,75,http://www.ufc.com/athlete/Dan-Hooker,Lightweight,24,13,0,0,Auckland,,New Zealand,Auckland,,New Zealand,https://ufc.com/images/2026-01/HOOKER_DAN_01-31.png,6,275,-1,Striker
844,UFC 325: Volkanovski vs. Lopes 2,1295,2026-01-31T22:00Z,GMT+11:00,Upcoming,1,Ultimate Fighting Championship,Qudos Bank Arena,205,Sydney,New South Wales,Australia,AUS,12542,2,Upcoming,Main,2026-02-01T02:00Z,Paramount+,3769,166522,Blue,Benoit,Saint Denis,God of War,12/18/95,30,Southpaw,155,71,73,http://www.ufc.com/athlete/Benoit-Saint-Denis,Lightweight,16,3,0,1,Nimes,,France,Paris,,France,https://ufc.com/images/2026-01/SAINT_DENIS_BENOIT_01-31.png,8,-350,3,Judo
845,UFC 325: Volkanovski vs. Lopes 2,1295,2026-01-31T22:00Z,GMT+11:00,Upcoming,1,Ultimate Fighting Championship,Qudos Bank Arena,205,Sydney,New South Wales,Australia,AUS,12543,3,Upcoming,Main,2026-02-01T02:00Z,Paramount+,3078,160093,Red,Rafael,Fiziev,Ataman,3/5/93,32,Switch,155,68,71.5,http://www.ufc.com/athlete/Rafael-Fiziev,Lightweight,13,4,0,0,Korday,,Kazakstan,,Phuket,Thailand,https://ufc.com/images/2026-01/FIZIEV_RAFAEL_01-31.png,9,100,1,Muay Thai
846,UFC 325: Volkanovski vs. Lopes 2,1295,2026-01-31T22:00Z,GMT+11:00,Upcoming,1,Ultimate Fighting Championship,Qudos Bank Arena,205,Sydney,New South Wales,Australia,AUS,12543,3,Upcoming,Main,2026-02-01T02:00Z,Paramount+,4138,175650,Blue,Mauricio,Ruffy,,6/17/96,29,Orthodox,155,71,75,http://www.ufc.com/athlete/Mauricio-Ruffy,Lightweight,12,2,0,0,Sao Paulo,Sao Paulo,Brazil,Coruripe,Alagoas,Brazil,https://ufc.com/images/2026-01/RUFFY_MAURICIO_01-31.png,14,-125,-1,Striker
847,UFC 325: Volkanovski vs. Lopes 2,1295,2026-01-31T22:00Z,GMT+11:00,Upcoming,1,Ultimate Fighting Championship,Qudos Bank Arena,205,Sydney,New South Wales,Australia,AUS,12544,4,Upcoming,Main,2026-02-01T02:00Z,Paramount+,3015,154649,Red,Tai,Tuivasa,Bam Bam,3/16/93,32,Southpaw,264,74,75,http://www.ufc.com/athlete/Tai-Tuivasa,Heavyweight,15,8,0,0,Kingswood,New South Wales,Australia,Sydney,New South Wales,Australia,https://ufc.com/images/2026-01/TUIVASA_TAI_01-31.png,12,275,-5,Striker
848,UFC 325: Volkanovski vs. Lopes 2,1295,2026-01-31T22:00Z,GMT+11:00,Upcoming,1,Ultimate Fighting Championship,Qudos Bank Arena,205,Sydney,New South Wales,Australia,AUS,12544,4,Upcoming,Main,2026-02-01T02:00Z,Paramount+,4231,,Blue,Tallison,Teixeira,Xicao,12/7/99,26,Orthodox,258,79,83,http://www.ufc.com/athlete/Tallison-Teixeira,Heavyweight,8,1,0,0,Vitoria da Conquista,Bahia,Brazil,Sao Paulo,Sao Paulo,Brazil,https://ufc.com/images/2025-07/TEIXEIRA_TALLISON_07-12.png,15,-350,-1,Striker
849,UFC 325: Volkanovski vs. Lopes 2,1295,2026-01-31T22:00Z,GMT+11:00,Upcoming,1,Ultimate Fighting Championship,Qudos Bank Arena,205,Sydney,New South Wales,Australia,AUS,12618,5,Upcoming,Main,2026-02-01T02:00Z,Paramount+,4133,175670,Red,Quillan,Salkilld,,12/28/99,26,Orthodox,155,72,75,http://www.ufc.com/athlete/Quillan-Salkilld,Lightweight,10,1,0,0,Perth,Western Australia,Australia,Perth,Western Australia,Australia,https://ufc.com/images/2026-01/SALKILLD_QUILLAN_01-31.png,,-1200,10,Striker
850,UFC 325: Volkanovski vs. Lopes 2,1295,2026-01-31T22:00Z,GMT+11:00,Upcoming,1,Ultimate Fighting Championship,Qudos Bank Arena,205,Sydney,New South Wales,Australia,AUS,12618,5,Upcoming,Main,2026-02-01T02:00Z,Paramount+,3431,161917,Blue,Jamie,Mullarkey,,8/17/94,31,Orthodox,155,72,74,http://www.ufc.com/athlete/Jamie-Mullarkey,Lightweight,18,8,0,0,Central Coast,New South Wales,Australia,Central Coast,New South Wales,Australia,https://ufc.com/images/2026-01/MULLARKEY_JAMIE_01-31.png,,700,1,Striker
