id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak,style
657,UFC Fight Night: Garcia vs. Onama,1290,2025-11-01T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12441,1,Upcoming,Main,2025-11-01T23:00Z,ESPN+,2639,124285,Red,Steve,Garcia,Mean Machine,5/22/92,33,Southpaw,145,72,75,http://www.ufc.com/athlete/Steve-Garcia,Featherweight,18,5,0,0,Albuquerque,New Mexico,USA,Albuquerque,New Mexico,USA,https://ufc.com/images/2025-10/GARCIA_STEVE_11-01.png,12,-135,,
658,UFC Fight Night: Garcia vs. Onama,1290,2025-11-01T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12441,1,Upcoming,Main,2025-11-01T23:00Z,ESPN+,3773,159388,Blue,David,Onama,,6/7/94,31,Orthodox,145,71,74,http://www.ufc.com/athlete/David-Onama,Featherweight,14,2,0,0,Kyangwali,,Uganda,Kyangwali,,Uganda,https://ufc.com/images/2025-10/ONAMA_DAVID_11-01.png,13,114,,
659,UFC Fight Night: Garcia vs. Onama,1290,2025-11-01T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12432,2,Upcoming,Main,2025-11-01T23:00Z,ESPN+,3874,142446,Red,Waldo,Cortes Acosta,Salsa Boy,10/3/91,34,Orthodox,260,76,78,http://www.ufc.com/athlete/Waldo-Cortes-Acosta,Heavyweight,14,2,0,0,Fundacion,Barahona,Dominican Republic,Fundacion,Barahona,Dominican Republic,https://ufc.com/images/2025-10/CORTES-ACOSTA_WALDO_11-01.png,6,105,,
660,UFC Fight Night: Garcia vs. Onama,1290,2025-11-01T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12432,2,Upcoming,Main,2025-11-01T23:00Z,ESPN+,3602,160668,Blue,Ante,Delija,Walking Trouble,8/7/90,35,Orthodox,239,75,78,http://www.ufc.com/athlete/Ante-Delija,Heavyweight,26,6,0,0,Dubrovnik,,Croatia,Dubrovnik,,Croatia,https://ufc.com/images/2025-10/DELIJA_ANTE_11-01.png,9,-125,,
661,UFC Fight Night: Garcia vs. Onama,1290,2025-11-01T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12475,3,Upcoming,Main,2025-11-01T23:00Z,ESPN+,3596,121577,Red,Jeremiah,Wells,,10/30/86,39,Switch,170,69,74,http://www.ufc.com/athlete/Jeremiah-Wells,Welterweight,12,4,1,0,Philadelphia,Pennsylvania,USA,Philadelphia,Pennsylvania,USA,https://ufc.com/images/2025-10/WELLS_JEREMIAH_11-01.png,,114,,
662,UFC Fight Night: Garcia vs. Onama,1290,2025-11-01T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12475,3,Upcoming,Main,2025-11-01T23:00Z,ESPN+,3939,172316,Blue,Themba,Gorimbo,The Answer,1/23/91,34,Orthodox,170,73,77,http://www.ufc.com/athlete/Themba-Gorimbo,Welterweight,14,5,0,0,Masvingo,Masvingo,Zimbabwe,Miami,Florida,USA,https://ufc.com/images/2024-12/GORIMBO_THEMBA_12-07.png,,-135,,
663,UFC Fight Night: Garcia vs. Onama,1290,2025-11-01T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12443,4,Upcoming,Main,2025-11-01T23:00Z,ESPN+,3958,162754,Red,Isaac,Dulgarian,The Midwest Choppa,7/4/96,29,Orthodox,145,67,71,http://www.ufc.com/athlete/Isaac-Dulgarian,Featherweight,7,1,0,0,Fort Scott,Kansas,USA,Kansas City,Missouri,USA,https://ufc.com/images/2025-10/DULGARIAN_ISAAC_11-01.png,,-270,,
664,UFC Fight Night: Garcia vs. Onama,1290,2025-11-01T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12443,4,Upcoming,Main,2025-11-01T23:00Z,ESPN+,4301,151240,Blue,Yadier,del Valle,The Cuban Problem,7/29/96,29,Southpaw,145,69,69,http://www.ufc.com/athlete/Yadier-del-Valle,Featherweight,9,0,0,0,Ciego Avila,,Cuba,Houston,Texas,USA,https://ufc.com/images/2025-11/DEL_VALLE_YADIER_11-01.png,,220,,
665,UFC Fight Night: Garcia vs. Onama,1290,2025-11-01T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12476,5,Upcoming,Main,2025-11-01T23:00Z,ESPN+,4113,130871,Red,Charles,Radtke,Chuck Buffalo,7/9/90,35,Orthodox,170,69,72,http://www.ufc.com/athlete/Charles-Radtke,Welterweight,10,5,0,0,Chicago,Illinois,USA,Chicago,Illinois,USA,https://ufc.com/images/2025-10/RADTKE_CHARLES_11-01.png,,-170,,
666,UFC Fight Night: Garcia vs. Onama,1290,2025-11-01T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12476,5,Upcoming,Main,2025-11-01T23:00Z,ESPN+,4264,175519,Blue,Daniel,Frunza,,4/13/94,31,Orthodox,170,73,73,http://www.ufc.com/athlete/Daniel-Frunza,Welterweight,9,3,0,0,Iasi,,Romania,Iasi,,Romania,https://ufc.com/images/2025-11/FRUNZA_DANIEL_11-01.png,,142,,
667,UFC Fight Night: Garcia vs. Onama,1290,2025-11-01T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12501,6,Upcoming,Main,2025-11-01T23:00Z,ESPN+,3179,123336,Red,Allan,Nascimento,Puro Osso,9/11/91,34,Orthodox,125,68,69.5,http://www.ufc.com/athlete/Allan-Nascimento,Flyweight,21,6,0,0,Sao Paulo,Sao Paulo,Brazil,Sao Paulo,Sao Paulo,Brazil,https://ufc.com/images/2025-10/NASCIMENTO_ALLAN_11-01.png,,-285,,
