id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak,style
501,UFC Fight Night: Lopes vs. Silva,1268,2025-09-13T19:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Frost Bank Center,14,San Antonio,Texas,USA,USA,12213,1,Upcoming,Main,2025-09-13T22:00Z,ESPN+,3754,165900,Red,Diego,Lopes,,12/30/94,30,Orthodox,145,71,72.5,http://www.ufc.com/athlete/Diego-Lopes,Featherweight,26,7,0,0,Manaus,Amazonas,Brazil,Manaus,Amazonas,Brazil,https://ufc.com/images/2025-09/LOPES_DIEGO_09-13.png,2,-238,-1,BJJ
502,UFC Fight Night: Lopes vs. Silva,1268,2025-09-13T19:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Frost Bank Center,14,San Antonio,Texas,USA,USA,12213,1,Upcoming,Main,2025-09-13T22:00Z,ESPN+,4064,174668,Blue,Jean,Silva,Lord,12/27/96,28,Orthodox,145,67,69,http://www.ufc.com/athlete/Jean-Silva,Featherweight,16,2,0,0,Foz do Iguacu,Parana,Brazil,Sao Paulo,Sao Paulo,Brazil,https://ufc.com/images/2025-09/SILVA_JEAN_09-13.png,10,195,13,Striker
503,UFC Fight Night: Lopes vs. Silva,1268,2025-09-13T19:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Frost Bank Center,14,San Antonio,Texas,USA,USA,12403,2,Upcoming,Main,2025-09-13T22:00Z,ESPN+,2266,126913,Red,Rob,Font,,6/25/87,38,Orthodox,135,68,71.5,http://www.ufc.com/athlete/Rob-Font,Bantamweight,22,8,0,0,Leominster,Massachusetts,USA,Woburn,Massachusetts,USA,https://ufc.com/images/2025-09/FONT_ROB_09-13.png,9,-130,2,Striker
504,UFC Fight Night: Lopes vs. Silva,1268,2025-09-13T19:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Frost Bank Center,14,San Antonio,Texas,USA,USA,12403,2,Upcoming,Main,2025-09-13T22:00Z,ESPN+,4295,164490,Blue,David,Martinez,Doctor,8/3/98,27,Orthodox,135,65,67.5,http://www.ufc.com/athlete/David-Martinez,Bantamweight,12,1,0,0,Ecatepec de Morelos,Estado de Mexico,Mexico,Mexico City,Distrito Federal,Mexico,https://ufc.com/images/2025-09/MARTINEZ_DAVID_09-13.png,,110,8,Striker
505,UFC Fight Night: Lopes vs. Silva,1268,2025-09-13T19:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Frost Bank Center,14,San Antonio,Texas,USA,USA,12283,3,Upcoming,Main,2025-09-13T22:00Z,ESPN+,3640,153909,Red,Rafa,Garcia,Gifted,8/5/94,31,Orthodox,155,67,70,http://www.ufc.com/athlete/Rafa-Garcia,Lightweight,17,4,0,0,Brawley,California,USA,Mexicali,Baja California,Mexico,https://ufc.com/images/2025-09/GARCIA_RAFA_09-13.png,,200,1,Boxing/Grappling
506,UFC Fight Night: Lopes vs. Silva,1268,2025-09-13T19:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Frost Bank Center,14,San Antonio,Texas,USA,USA,12283,3,Upcoming,Main,2025-09-13T22:00Z,ESPN+,2890,103103,Blue,Jared,Gordon,Flash,9/6/88,37,Orthodox,155,69,68,http://www.ufc.com/athlete/Jared-Gordon,Lightweight,21,7,0,1,New York City,New York,USA,Queens,New York,USA,https://ufc.com/images/2025-09/GORDON_JARED_09-13.png,,-245,1,Striker
507,UFC Fight Night: Lopes vs. Silva,1268,2025-09-13T19:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Frost Bank Center,14,San Antonio,Texas,USA,USA,12389,4,Upcoming,Main,2025-09-13T22:00Z,ESPN+,2070,128806,Red,Kelvin,Gastelum,,10/24/91,33,Southpaw,185,69,71.5,http://www.ufc.com/athlete/Kelvin-Gastelum,Middleweight,20,10,0,1,San Jose,California,USA,Yuma,Arizona,USA,https://ufc.com/images/2025-09/GASTELUM_KELVIN_09-13.png,,-258,-1,Striker
508,UFC Fight Night: Lopes vs. Silva,1268,2025-09-13T19:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Frost Bank Center,14,San Antonio,Texas,USA,USA,12389,4,Upcoming,Main,2025-09-13T22:00Z,ESPN+,3504,129896,Blue,Dustin,Stoltzfus,,11/15/91,33,Orthodox,185,72,75,http://www.ufc.com/athlete/Dustin-Stoltzfus,Middleweight,16,7,0,0,Lancaster,Pennsylvania,USA,Germersheim,Rhineland-Palatinate,Germany,https://ufc.com/images/2025-09/STOLTZFUS_DUSTIN_09-13.png,,210,-1,Muay Thai
509,UFC Fight Night: Lopes vs. Silva,1268,2025-09-13T19:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Frost Bank Center,14,San Antonio,Texas,USA,USA,12406,5,Upcoming,Main,2025-09-13T22:00Z,ESPN+,3058,127543,Red,Alexander,Hernandez,El Gran Chango,10/1/92,32,Orthodox,155,69,72,http://www.ufc.com/athlete/Alexander-Hernandez,Lightweight,17,8,0,0,St. Louis,Missouri,USA,San Antonio,Texas,USA,https://ufc.com/images/2025-09/HERNANDEZ_ALEXANDER_09-13.png,,-130,3,Striker
510,UFC Fight Night: Lopes vs. Silva,1268,2025-09-13T19:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Frost Bank Center,14,San Antonio,Texas,USA,USA,12406,5,Upcoming,Main,2025-09-13T22:00Z,ESPN+,2208,121719,Blue,Diego,Ferreira,,1/18/85,40,Orthodox,155,69,74,http://www.ufc.com/athlete/Diego-Ferreira,Lightweight,19,6,0,0,Careiro da Varzea,Amazonas,Brazil,Careiro da Varzea,Amazonas,Brazil,https://ufc.com/images/2025-09/FERREIRA_DIEGO_09-13.png,,110,-1,BJJ
