id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak,style
631,UFC 321: Aspinall vs. Gane,1278,2025-10-25T14:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12277,1,Upcoming,Main,2025-10-25T18:00Z,PPV,3433,163386,Red,Tom,Aspinall,,4/11/93,32,Orthodox,255,77,78,http://www.ufc.com/athlete/Tom-Aspinall,Heavyweight,15,3,0,0,Salford,England,United Kingdom,Atherton,England,United Kingdom,https://ufc.com/images/2025-10/ASPINALL_TOM_BELT_10-25.png,0,-355,3,
632,UFC 321: Aspinall vs. Gane,1278,2025-10-25T14:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12277,1,Upcoming,Main,2025-10-25T18:00Z,PPV,3327,161169,Blue,Ciryl,Gane,Bon Gamin,4/12/90,35,Orthodox,247,76,81,http://www.ufc.com/athlete/Ciryl-Gane,Heavyweight,13,2,0,0,La Roche-sur-Yon,,France,Paris,,France,https://ufc.com/images/2025-10/GANE_CIRYL_10-25.png,1,280,2,
633,UFC 321: Aspinall vs. Gane,1278,2025-10-25T14:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12384,2,Upcoming,Main,2025-10-25T18:00Z,PPV,3280,150524,Red,Virna,Jandiroba,Carcara,5/30/88,37,Orthodox,115,63,64,http://www.ufc.com/athlete/Virna-Jandiroba,Women's Strawweight,22,3,0,0,Serrinha,Bahia,Brazil,Feira de Santana,Bahia,Brazil,https://ufc.com/images/2025-10/JANDIROBA_VIRNA_10-25.png,1,130,5,
634,UFC 321: Aspinall vs. Gane,1278,2025-10-25T14:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12384,2,Upcoming,Main,2025-10-25T18:00Z,PPV,3054,150428,Blue,Mackenzie,Dern,,3/24/93,32,Orthodox,115,64,63,http://www.ufc.com/athlete/Mackenzie-Dern,Women's Strawweight,15,5,0,0,Glendale,Arizona,USA,Huntington Beach,California,USA,https://ufc.com/images/2025-10/DERN_MACKENZIE_10-25.png,5,-155,2,
635,UFC 321: Aspinall vs. Gane,1278,2025-10-25T14:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12402,3,Upcoming,Main,2025-10-25T18:00Z,PPV,3449,157445,Red,Umar,Nurmagomedov,,1/3/96,29,Orthodox,135,68,69,http://www.ufc.com/athlete/Umar-Nurmagomedov,Bantamweight,18,1,0,0,Kirovaul,Dagestan,Russia,Kizilyurt,Dagestan,Russia,https://ufc.com/images/2025-10/NURMAGOMEDOV_UMAR_10-25.png,2,-625,-1,
636,UFC 321: Aspinall vs. Gane,1278,2025-10-25T14:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12402,3,Upcoming,Main,2025-10-25T18:00Z,PPV,3239,139913,Blue,Mario,Bautista,,7/1/93,32,Switch,135,69,69,http://www.ufc.com/athlete/Mario-Bautista,Bantamweight,16,2,0,0,Winnemucca,Nevada,USA,Phoenix,Arizona,USA,https://ufc.com/images/2025-10/BAUTISTA_MARIO_10-25.png,9,455,8,
637,UFC 321: Aspinall vs. Gane,1278,2025-10-25T14:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12290,4,Upcoming,Main,2025-10-25T18:00Z,PPV,2492,129804,Red,Alexander,Volkov,Drago,10/24/88,37,Orthodox,261,79,80,http://www.ufc.com/athlete/Alexander-Volkov,Heavyweight,38,11,0,0,Moscow,Moscow,Russia,Moscow,Moscow,Russia,https://ufc.com/images/2025-10/VOLKOV_ALEXANDER_10-25.png,2,185,-1,
638,UFC 321: Aspinall vs. Gane,1278,2025-10-25T14:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12290,4,Upcoming,Main,2025-10-25T18:00Z,PPV,3662,155315,Blue,Jailton,Almeida,Malhadinho,6/26/91,34,Orthodox,237,75,79,http://www.ufc.com/athlete/Jailton-Almeida,Heavyweight,22,3,0,0,Salvador,Bahia,Brazil,Salvador,Bahia,Brazil,https://ufc.com/images/2025-10/ALMEIDA_JAILTON_10-25.png,5,-225,2,
639,UFC 321: Aspinall vs. Gane,1278,2025-10-25T14:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12291,5,Upcoming,Main,2025-10-25T18:00Z,PPV,2924,153420,Red,Aleksandar,Rakic,Rocket,2/6/92,33,Orthodox,205,76,78,http://www.ufc.com/athlete/Aleksandar-Rakic,Light Heavyweight,14,5,0,0,Vienna,Vienna,Austria,,,Serbia,https://ufc.com/images/2025-10/RAKIC_ALEKSANDAR_10-25.png,7,-105,-3,
640,UFC 321: Aspinall vs. Gane,1278,2025-10-25T14:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12291,5,Upcoming,Main,2025-10-25T18:00Z,PPV,2900,142510,Blue,Azamat,Murzakanov,The Professional,4/12/89,36,Southpaw,205,70,71.5,http://www.ufc.com/athlete/Azamat-Murzakanov,Light Heavyweight,15,0,0,0,Nalchik,Kabardino-Balkar,Russia,Nalchik,Kabardino-Balkar,Russia,https://ufc.com/images/2025-10/MURZAKANOV_AZAMAT_10-25.png,10,-115,15,
641,UFC 321: Aspinall vs. Gane,1278,2025-10-25T14:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12490,6,Upcoming,Prelims1,2025-10-25T14:00Z,ESPN+,3014,154273,Red,Nasrat,Haqparast,,8/22/95,30,Southpaw,155,70,72,http://www.ufc.com/athlete/Nasrat-Haqparast,Lightweight,18,5,0,0,Hamburg,Hamburg,Germany,Rabat,,Morocco,https://ufc.com/images/2022-02/a0dadfcc-7f89-4e5e-bfe0-ca1cd2ab8a3b%252FHAQPARAST_NASRAT_02-12.png,,-115,5,
642,UFC 321: Aspinall vs. Gane,1278,2025-10-25T14:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12490,6,Upcoming,Prelims1,2025-10-25T14:00Z,ESPN+,4133,175670,Blue,Quillan,Salkilld,,12/28/99,25,Orthodox,155,72,75,http://www.ufc.com/athlete/Quillan-Salkilld,Lightweight,9,1,0,0,Perth,Western Australia,Australia,Perth,Western Australia,Australia,https://ufc.com/images/2025-10/SALKILLD_QUILLAN_10-25.png,,-105,9,
