id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak,style
605,UFC Fight Night: De Ridder vs. Allen,1279,2025-10-18T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,Rogers Arena,139,Vancouver,British Columbia,Canada,CAN,12413,1,Upcoming,Main,2025-10-18T23:00Z,ESPN+,4302,182389,Red,Reinier,de Ridder,RdR,9/7/90,35,Southpaw,185,76,78,http://www.ufc.com/athlete/Reinier-de-Ridder,Middleweight,21,2,0,0,Tilburg,Noord-Brabant,Netherlands,Breda,Noord-Brabant,Netherlands,https://dmxg5wxfqgb4u.cloudfront.net/2025-10/DE-RIDDER_REINIER_10-18.png,4,-220,5,BJJ
606,UFC Fight Night: De Ridder vs. Allen,1279,2025-10-18T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,Rogers Arena,139,Vancouver,British Columbia,Canada,CAN,12413,1,Upcoming,Main,2025-10-18T23:00Z,ESPN+,3333,135003,Blue,Brendan,Allen,All In,12/28/95,29,Orthodox,185,74,75,http://www.ufc.com/athlete/Brendan-Allen,Middleweight,25,7,0,0,Beaufort,South Carolina,USA,Covington,Louisiana,USA,https://dmxg5wxfqgb4u.cloudfront.net/2025-10/ALLEN_BRENDAN_10-18.png,9,185,1,BJJ
607,UFC Fight Night: De Ridder vs. Allen,1279,2025-10-18T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,Rogers Arena,139,Vancouver,British Columbia,Canada,CAN,12360,2,Upcoming,Main,2025-10-18T23:00Z,ESPN+,3086,129324,Red,Kevin,Holland,Trailblazer,11/5/92,32,Orthodox,170,75,81,http://www.ufc.com/athlete/Kevin-Holland,Welterweight,28,14,0,1,Riverside,California,USA,Fort Worth,Texas,USA,https://dmxg5wxfqgb4u.cloudfront.net/2025-10/HOLLAND_KEVIN_10-18.png,15,-118,-1,Kung Fu
608,UFC Fight Night: De Ridder vs. Allen,1279,2025-10-18T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,Rogers Arena,139,Vancouver,British Columbia,Canada,CAN,12360,2,Upcoming,Main,2025-10-18T23:00Z,ESPN+,2642,164126,Blue,Mike,Malott,Proper,11/7/91,33,Orthodox,170,73,73,http://www.ufc.com/athlete/Mike-Malott,Welterweight,12,2,1,0,Cleveland,Ohio,USA,Fonthill,Ontario,Canada,https://dmxg5wxfqgb4u.cloudfront.net/2025-10/MALOTT_MIKE_10-18.png,,-102,2,MMA
609,UFC Fight Night: De Ridder vs. Allen,1279,2025-10-18T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,Rogers Arena,139,Vancouver,British Columbia,Canada,CAN,12337,3,Upcoming,Main,2025-10-18T23:00Z,ESPN+,2359,140770,Red,Marlon,Vera,Chito,12/2/92,32,Switch,135,68,70.5,http://www.ufc.com/athlete/Marlon-Vera,Bantamweight,23,10,1,0,Chone,Manabi,Ecuador,Chone,Manabi,Ecuador,https://dmxg5wxfqgb4u.cloudfront.net/2025-10/VERA_MARLON_10-18.png,7,115,-2,BJJ
610,UFC Fight Night: De Ridder vs. Allen,1279,2025-10-18T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,Rogers Arena,139,Vancouver,British Columbia,Canada,CAN,12337,3,Upcoming,Main,2025-10-18T23:00Z,ESPN+,2852,147583,Blue,Aiemann,Zahabi,,11/19/87,37,Orthodox,135,68,68.5,http://www.ufc.com/athlete/Aiemann-Zahabi,Bantamweight,13,2,0,0,Laval,Quebec,Canada,Montreal,Quebec,Canada,https://dmxg5wxfqgb4u.cloudfront.net/2025-10/ZAHABI_AIEMANN_10-18.png,9,-135,6,Striker
611,UFC Fight Night: De Ridder vs. Allen,1279,2025-10-18T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,Rogers Arena,139,Vancouver,British Columbia,Canada,CAN,12289,4,Upcoming,Main,2025-10-18T23:00Z,ESPN+,3628,164159,Red,Manon,Fiorot,The Beast,2/17/90,35,Orthodox,125,67,65,http://www.ufc.com/athlete/Manon-Fiorot,Women's Flyweight,12,2,0,0,Nice,,France,Nice,,France,https://dmxg5wxfqgb4u.cloudfront.net/2025-10/FIOROT_MANON_10-18.png,2,-210,-1,Karate
612,UFC Fight Night: De Ridder vs. Allen,1279,2025-10-18T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,Rogers Arena,139,Vancouver,British Columbia,Canada,CAN,12289,4,Upcoming,Main,2025-10-18T23:00Z,ESPN+,3663,154444,Blue,Jasmine,Jasudavicius,,3/1/89,36,Orthodox,125,67,68,http://www.ufc.com/athlete/Jasmine-Jasudavicius,Women's Flyweight,14,3,0,0,St. Catharines,Ontario,Canada,Niagara Falls,Ontario,Canada,https://dmxg5wxfqgb4u.cloudfront.net/2025-10/JASUDAVICIUS_JASMINE_10-18.png,5,180,5,Brawler
613,UFC Fight Night: De Ridder vs. Allen,1279,2025-10-18T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,Rogers Arena,139,Vancouver,British Columbia,Canada,CAN,12376,5,Upcoming,Main,2025-10-18T23:00Z,ESPN+,3292,160330,Red,Charles,Jourdain,Air,11/27/95,29,Switch,135,69,69,http://www.ufc.com/athlete/Charles-Jourdain,Bantamweight,16,8,1,0,Beloeil,Quebec,Canada,Beloeil,Quebec,Canada,https://dmxg5wxfqgb4u.cloudfront.net/2025-10/JOURDAIN_CHARLES_10-18.png,,-180,1,Striker
614,UFC Fight Night: De Ridder vs. Allen,1279,2025-10-18T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,Rogers Arena,139,Vancouver,British Columbia,Canada,CAN,12376,5,Upcoming,Main,2025-10-18T23:00Z,ESPN+,2137,133525,Blue,Davey,Grant,Dangerous,12/18/85,39,Orthodox,135,68,69,http://www.ufc.com/athlete/Davey-Grant,Bantamweight,17,7,0,0,Bishop Auckland,England,United Kingdom,Bishop Auckland,England,United Kingdom,https://dmxg5wxfqgb4u.cloudfront.net/2025-10/GRANT_DAVEY_10-18.png,,155,2,BJJ
