id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak,style
427,UFC 319: Du Plessis vs. Chimaev,1265,2025-08-16T22:30Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,United Center,190,Chicago,Illinois,USA,USA,12132,1,Upcoming,Main,2025-08-17T02:00Z,PPV,3599,163843,Red,Dricus,Du Plessis,Stillknocks,1/14/94,31,Switch,185,73,76,http://www.ufc.com/athlete/Dricus-Du-Plessis,Middleweight,23,2,0,0,Welkom,Free State,South Africa,Pretoria,Gauteng,South Africa,https://ufc.com/images/2025-08/DU_PLESSIS_DRICUS_BELT_08-16.png,0,215,11,K1 Kickboxing
428,UFC 319: Du Plessis vs. Chimaev,1265,2025-08-16T22:30Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,United Center,190,Chicago,Illinois,USA,USA,12132,1,Upcoming,Main,2025-08-17T02:00Z,PPV,3480,163663,Blue,Khamzat,Chimaev,Borz,5/1/94,31,Orthodox,185,74,75,http://www.ufc.com/athlete/Khamzat-Chimaev,Middleweight,14,0,0,0,Benoy-Yurt,Chechnya,Russia,,Chechnya,Russia,https://ufc.com/images/2025-08/CHIMAEV_KHAMZAT_08-16.png,3,-265,15,Chechen Wrestling
429,UFC 319: Du Plessis vs. Chimaev,1265,2025-08-16T22:30Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,United Center,190,Chicago,Illinois,USA,USA,12295,2,Upcoming,Main,2025-08-17T02:00Z,PPV,3424,161659,Red,Lerone,Murphy,The Miracle,7/22/91,34,Orthodox,145,69,73.5,http://www.ufc.com/athlete/Lerone-Murphy,Featherweight,16,0,1,0,Manchester,England,United Kingdom,Manchester,England,United Kingdom,https://ufc.com/images/2025-08/MURPHY_LERONE_08-16.png,6,154,20,Kickboxing
430,UFC 319: Du Plessis vs. Chimaev,1265,2025-08-16T22:30Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,United Center,190,Chicago,Illinois,USA,USA,12295,2,Upcoming,Main,2025-08-17T02:00Z,PPV,4351,152,Blue,Aaron,Pico,,9/23/96,28,Orthodox,145,68,70.5,http://www.ufc.com/athlete/Aaron-Pico,Featherweight,13,4,0,0,Whittier,California,USA,Whittier,California,USA,https://ufc.com/images/2025-08/PICO_AARON_08-16.png,,-185,3,Wrestling/Boxing
431,UFC 319: Du Plessis vs. Chimaev,1265,2025-08-16T22:30Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,United Center,190,Chicago,Illinois,USA,USA,12257,3,Upcoming,Main,2025-08-17T02:00Z,PPV,2963,120311,Red,Geoff,Neal,Handz of Steel,8/28/90,34,Southpaw,170,71,75,http://www.ufc.com/athlete/Geoff-Neal,Welterweight,16,6,0,0,Austin,Texas,USA,Dallas,Texas,USA,https://ufc.com/images/2025-08/NEAL_GEOFF_08-16.png,11,180,1,Striker
432,UFC 319: Du Plessis vs. Chimaev,1265,2025-08-16T22:30Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,United Center,190,Chicago,Illinois,USA,USA,12257,3,Upcoming,Main,2025-08-17T02:00Z,PPV,4075,171,Blue,Carlos,Prates,The Nightmare,8/17/93,31,Switch,170,73,78,http://www.ufc.com/athlete/Carlos-Prates,Welterweight,21,7,0,0,Taubate,Sao Paulo,Brazil,Taubate,Sao Paulo,Brazil,https://ufc.com/images/2025-08/PRATES_CARLOS_08-16.png,12,-218,-1,"""Art of Eight Limbs"""
433,UFC 319: Du Plessis vs. Chimaev,1265,2025-08-16T22:30Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,United Center,190,Chicago,Illinois,USA,USA,12184,4,Upcoming,Main,2025-08-17T02:00Z,PPV,2337,142074,Red,Jared,Cannonier,The Killa Gorilla,3/16/84,41,Switch,185,71,77.5,http://www.ufc.com/athlete/Jared-Cannonier,Middleweight,18,8,0,0,Dallas,Texas,USA,Glendale,Arizona,USA,https://ufc.com/images/2025-08/CANNONIER_JARED_08-16.png,9,180,1,Striking
434,UFC 319: Du Plessis vs. Chimaev,1265,2025-08-16T22:30Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,United Center,190,Chicago,Illinois,USA,USA,12184,4,Upcoming,Main,2025-08-17T02:00Z,PPV,2418,132,Blue,Michael,Page,Venom,4/7/87,38,Switch,185,75,79,http://www.ufc.com/athlete/Michael-Page,Middleweight,23,3,0,0,London,England,United Kingdom,London,England,United Kingdom,https://ufc.com/images/2024-03/PAGE_MICHAEL_03-09.png,,-218,1,Kickboxing
435,UFC 319: Du Plessis vs. Chimaev,1265,2025-08-16T22:30Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,United Center,190,Chicago,Illinois,USA,USA,12190,5,Upcoming,Main,2025-08-17T02:00Z,PPV,1970,107432,Red,Tim,Elliott,,12/24/86,38,Southpaw,125,67,66,http://www.ufc.com/athlete/Tim-Elliott,Flyweight,21,13,1,0,Wichita,Kansas,USA,Kansas City,Missouri,USA,https://ufc.com/images/2025-08/ELLIOTT_TIM_08-16.png,11,250,1,Wrestling
436,UFC 319: Du Plessis vs. Chimaev,1265,2025-08-16T22:30Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,United Center,190,Chicago,Illinois,USA,USA,12190,5,Upcoming,Main,2025-08-17T02:00Z,PPV,4270,180,Blue,Kai,Asakura,,10/31/93,31,Orthodox,125,68,69,http://www.ufc.com/athlete/Kai-Asakura,Flyweight,21,5,0,0,Toyohashi,Aichi,Japan,Tokyo,Tokyo,Japan,https://ufc.com/images/2025-08/ASAKURA_KAI_08-16.png,15,-310,-1,Zendo-Kai Karate
437,UFC 319: Du Plessis vs. Chimaev,1265,2025-08-16T22:30Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,United Center,190,Chicago,Illinois,USA,USA,12345,6,Upcoming,Prelims1,2025-08-17T00:00Z,ESPN,4449,182,Red,Baisangur,Susurkaev,Hunter,1/8/01,24,Orthodox,185,74,79,http://www.ufc.com/athlete/Baisangur-Susurkaev,Middleweight,9,0,0,0,,Chechnya,Russia,,Chechnya,Russia,https://ufc.com/images/2025-08/SUSURKAEV_BAYSANGUR_08-16.png,,-950,9,Pankration
