id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak,style
475,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12204,1,Upcoming,Main,2025-09-06T19:00Z,ESPN+,3576,163829,Red,Nassourdine,Imavov,The Sniper,3/1/96,29,Orthodox,185,75,75,http://www.ufc.com/athlete/Nassourdine-Imavov,Middleweight,16,4,0,1,,Dagestan,Russia,Paris,,France,https://ufc.com/images/2025-09/IMAVOV_NASSOURDINE_09-06.png,2,114,4,Striker
476,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12204,1,Upcoming,Main,2025-09-06T19:00Z,ESPN+,3658,166041,Blue,Caio,Borralho,The Natural,1/16/93,32,Southpaw,185,73,75,http://www.ufc.com/athlete/Caio-Borralho,Middleweight,17,1,0,1,Sao Luis,Maranhao,Brazil,Sao Luis,Maranhao,Brazil,https://ufc.com/images/2025-09/BORRALHO_CAIO_09-06.png,7,-133,16,MMA
477,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12313,2,Upcoming,Main,2025-09-06T19:00Z,ESPN+,3769,166522,Red,Benoit,Saint Denis,God of War,12/18/95,29,Southpaw,155,71,73,http://www.ufc.com/athlete/Benoit-Saint-Denis,Lightweight,14,3,0,1,Nimes,,France,Paris,,France,https://ufc.com/images/2025-09/SAINT_DENIS_BENOIT_09-06.png,13,133,1,MMA
478,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12313,2,Upcoming,Main,2025-09-06T19:00Z,ESPN+,4138,175,Blue,Mauricio,Ruffy,,6/17/96,29,Orthodox,155,71,75,http://www.ufc.com/athlete/Mauricio-Ruffy,Lightweight,12,1,0,0,Sao Paulo,Sao Paulo,Brazil,Coruripe,Alagoas,Brazil,https://ufc.com/images/2025-09/RUFFY_MAURICIO_09-06.png,15,-156,7,Striker
479,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12235,3,Upcoming,Main,2025-09-06T19:00Z,ESPN+,3437,163651,Red,Modestas,Bukauskas,The Baltic Gladiator,2/10/94,31,Switch,205,75,76,http://www.ufc.com/athlete/Modestas-Bukauskas,Light Heavyweight,18,6,0,0,Klaipeda,Samogitia,Lithuania,Klaipeda,Samogitia,Lithuania,https://ufc.com/images/2025-09/BUKAUSKAS_MODESTAS_09-06.png,,-323,3,Kickboxing
480,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12235,3,Upcoming,Main,2025-09-06T19:00Z,ESPN+,2834,150401,Blue,Paul,Craig,Bearjew,11/27/87,37,Orthodox,205,75,76,http://www.ufc.com/athlete/Paul-Craig,Light Heavyweight,17,9,1,1,Airdrie,Scotland,United Kingdom,Coatbridge,Scotland,United Kingdom,https://ufc.com/images/2025-09/CRAIG_PAUL_09-06.png,,265,-3,BJJ
481,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12225,4,Upcoming,Main,2025-09-06T19:00Z,ESPN+,4062,175,Red,Bolaji,Oki,The Zulu Warrior,11/15/95,29,Orthodox,155,70,73,http://www.ufc.com/athlete/Bolaji-Oki,Lightweight,10,2,0,0,Jette,Brussels-Capital,Belgium,Brussels,Brussels-Capital,Belgium,https://ufc.com/images/2025-09/OKI_BOLAJI_09-06.png,,115,1,MMA
482,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12225,4,Upcoming,Main,2025-09-06T19:00Z,ESPN+,3607,164156,Blue,Mason,Jones,The Dragon,4/26/95,30,Orthodox,155,70,74,http://www.ufc.com/athlete/Mason-Jones,Lightweight,16,2,0,1,Abergavenny,Wales,United Kingdom,Blaenavon,Wales,United Kingdom,https://ufc.com/images/2025-09/JONES_MASON_09-06.png,,-135,5,MMA
483,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12380,5,Upcoming,Main,2025-09-06T19:00Z,ESPN+,4476,,Red,Axel,Sola,,9/17/97,27,Southpaw,170,74,74,http://www.ufc.com/athlete/Axel-Sola,Welterweight,10,0,1,0,Nice,,France,Nice,,France,https://ufc.com/images/2025-09/SOLA_AXEL_09-06.png,,-133,10,MMA
484,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12380,5,Upcoming,Main,2025-09-06T19:00Z,ESPN+,3481,163677,Blue,Rhys,McKee,Skeletor,9/10/95,29,Orthodox,170,74,78,http://www.ufc.com/athlete/Rhys-McKee,Welterweight,14,6,1,0,Ballymena,Northern Ireland,United Kingdom,Ballymena,Northern Ireland,United Kingdom,https://ufc.com/images/2025-09/MCKEE_RHYS_09-06.png,,113,1,MMA
485,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12269,6,Upcoming,Main,2025-09-06T19:00Z,ESPN+,3945,170528,Red,William,Gomis,Jaguar,6/13/97,28,Southpaw,145,72,73,http://www.ufc.com/athlete/William-Gomis,Featherweight,14,3,0,0,Montivilliers,,France,Paris,,France,https://ufc.com/images/2025-09/GOMIS_WILLIAM_09-06.png,,210,-1,Sanda
486,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12269,6,Upcoming,Main,2025-09-06T19:00Z,ESPN+,4422,187133,Blue,Robert,Ruchala,Faker,5/15/98,27,Switch,145,68,72,http://www.ufc.com/athlete/Robert-Ruchala,Featherweight,11,1,0,0,Nowy Sacz,,Poland,Nowy Sacz,,Poland,https://ufc.com/images/2025-09/RUCHALA_ROBERT_09-06.png,,-250,2,"Kickboxing, BJJ"
487,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12335,7,Upcoming,Prelims1,2025-09-06T16:00Z,ESPN+,3860,168429,Red,Oumar,Sy,,11/21/95,29,Orthodox,205,76,83,http://www.ufc.com/athlete/Oumar-Sy,Light Heavyweight,11,1,0,0,Paris,Ile-de-France,France,Paris,Ile-de-France,France,https://ufc.com/images/2025-09/SY_OUMAR_09-06.png,,-714,-1,MMA
488,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12335,7,Upcoming,Prelims1,2025-09-06T16:00Z,ESPN+,4033,174,Blue,Brendson,Ribeiro,The Gorilla,9/8/96,28,Orthodox,205,75,81,http://www.ufc.com/athlete/Brendson-Ribeiro,Light Heavyweight,17,8,0,1,Belem,Para,Brazil,Curitiba,Parana,Brazil,https://ufc.com/images/2025-09/RIBEIRO_BRENDSON_09-06.png,,500,-1,Striker
489,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12224,8,Upcoming,Prelims1,2025-09-06T16:00Z,ESPN+,2753,147458,Red,Marcin,Tybura,Tybur,11/9/85,39,Orthodox,246,75,78,http://www.ufc.com/athlete/Marcin-Tybura,Heavyweight,27,9,0,0,Uniejow,,Poland,Uniejow,,Poland,https://ufc.com/images/2025-09/TYBURA_MARCIN_09-06.png,7,-116,2,MMA
490,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12224,8,Upcoming,Prelims1,2025-09-06T16:00Z,ESPN+,3602,,Blue,Ante,Delija,Walking Trouble,8/7/90,35,Orthodox,239,75,78,http://www.ufc.com/athlete/Ante-Delija,Heavyweight,25,6,0,0,Dubrovnik,,Croatia,Dubrovnik,,Croatia,https://ufc.com/images/2025-09/DELIJA_ANTE_09-06.png,,-101,1,MMA
491,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12386,9,Upcoming,Prelims1,2025-09-06T16:00Z,ESPN+,4481,,Red,Harry,Hardwick,Houdini,9/29/94,30,Switch,155,68,71,http://www.ufc.com/athlete/Harry-Hardwick,Lightweight,13,3,1,0,Middlesbrough,England,United Kingdom,Middlesbrough,England,United Kingdom,https://ufc.com/images/2025-09/HARDWICK_HARRY_09-06.png,,175,2,MMA
492,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12386,9,Upcoming,Prelims1,2025-09-06T16:00Z,ESPN+,4156,145,Blue,Kaue,Fernandes,,3/17/95,30,Orthodox,155,69,73,http://www.ufc.com/athlete/Kaue-Fernandes,Lightweight,10,2,0,0,Rio de Janeiro,Rio de Janeiro,Brazil,Rio de Janeiro,Rio de Janeiro,Brazil,https://ufc.com/images/2025-09/FERNANDES_KAUE_09-06.png,,-208,8,Freestyle
493,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12315,10,Upcoming,Prelims1,2025-09-06T16:00Z,ESPN+,3932,170353,Red,Sam,Patterson,,4/30/96,29,Orthodox,170,75,78,http://www.ufc.com/athlete/Sam-Patterson,Welterweight,13,2,1,0,Watford,England,United Kingdom,Walford,England,United Kingdom,https://ufc.com/images/2025-09/PATTERSON_SAM_09-06.png,,-182,3,MMA
494,UFC Fight Night: Imavov vs. Borralho,1271,2025-09-06T16:00Z,GMT+02:00,Upcoming,1,Ultimate Fighting Championship,Accor Arena,331,Paris,Ile-de-France,France,FRA,12315,10,Upcoming,Prelims1,2025-09-06T16:00Z,ESPN+,3943,147,Blue,Trey,Waters,The Truth,2/21/95,30,Orthodox,170,77,77,http://www.ufc.com/athlete/Trey-Waters,Welterweight,9,1,0,0,Jacksonville,Florida,USA,Jacksonville,Florida,USA,https://ufc.com/images/2025-09/WATERS_TREY_09-06.png,,155,3,Striker
