id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak,style
355,UFC Fight Night: Whittaker vs. De Ridder,1264,2025-07-26T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12116,1,Upcoming,Main,2025-07-26T19:00Z,ABC,2037,129,Red,Robert,Whittaker,The Reaper,12/20/90,34,Orthodox,185,72,73.5,http://www.ufc.com/athlete/Robert-Whittaker,Middleweight,27,8,0,0,Middlemore,,New Zealand,Sydney,New South Wales,Australia,https://ufc.com/images/2025-07/WHITTAKER_ROBERT_07-26.png,5,-160,-1,"Karate, Hapkido"
356,UFC Fight Night: Whittaker vs. De Ridder,1264,2025-07-26T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12116,1,Upcoming,Main,2025-07-26T19:00Z,ABC,4302,182,Blue,Reinier,de Ridder,RdR,9/7/90,34,Southpaw,185,76,78,http://www.ufc.com/athlete/Reinier-de-Ridder,Middleweight,20,2,0,0,Tilburg,Noord-Brabant,Netherlands,Breda,Noord-Brabant,Netherlands,https://ufc.com/images/2025-07/DE-RIDDER_REINIER_07-26.png,13,135,4,"Judo, BJJ"
357,UFC Fight Night: Whittaker vs. De Ridder,1264,2025-07-26T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12194,2,Upcoming,Main,2025-07-26T19:00Z,ABC,3068,156730,Red,Petr,Yan,No Mercy,2/11/93,32,Switch,135,67,67,http://www.ufc.com/athlete/Petr-Yan,Bantamweight,18,5,0,0,,Krasnoyarsk Krai,Russia,Yekaterinburg,Sverdlovsk,Russia,https://ufc.com/images/2025-07/YAN_PETR_07-26.png,3,-380,2,"Boxing, Muay Thai"
358,UFC Fight Night: Whittaker vs. De Ridder,1264,2025-07-26T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12194,2,Upcoming,Main,2025-07-26T19:00Z,ABC,4014,130,Blue,Marcus,McGhee,The Maniac,5/7/90,35,Orthodox,135,68,69,http://www.ufc.com/athlete/Marcus-McGhee,Bantamweight,10,1,0,0,Detroit,Michigan,USA,Phoenix,Arizona,USA,https://ufc.com/images/2025-07/MCGHEE_MARCUS_07-26.png,12,290,6,BJJ
359,UFC Fight Night: Whittaker vs. De Ridder,1264,2025-07-26T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12128,3,Upcoming,Main,2025-07-26T19:00Z,ABC,3964,172544,Red,Shara,Magomedov,Bullet,5/16/94,31,Orthodox,185,74,73,http://www.ufc.com/athlete/Shara-Magomedov,Middleweight,15,1,0,0,,Dagestan,Russia,,Dagestan,Russia,https://ufc.com/images/2025-07/MAGOMEDOV_SHARA_07-26.png,,-700,-1,MMA
360,UFC Fight Night: Whittaker vs. De Ridder,1264,2025-07-26T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12128,3,Upcoming,Main,2025-07-26T19:00Z,ABC,3233,158738,Blue,Marc-Andre,Barriault,Powerbar,2/18/90,35,Orthodox,185,73,74,http://www.ufc.com/athlete/Marc-Andre-Barriault,Middleweight,17,9,0,1,Gatineau,Quebec,Canada,Gatineau,Quebec,Canada,https://ufc.com/images/2025-07/BARRIAULT_MARC-ANDRE_07-26.png,,450,1,Kickboxing
361,UFC Fight Night: Whittaker vs. De Ridder,1264,2025-07-26T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12268,4,Upcoming,Main,2025-07-26T19:00Z,ABC,4008,175,Red,Asu,Almabayev,Zulfikar,1/25/94,31,Orthodox,125,64,65,http://www.ufc.com/athlete/Asu-Almabayev,Flyweight,21,3,0,0,Taraz,Jambyl,Kazakstan,,Almaty,Kazakstan,https://rnixnohdeayspegtrfds.supabase.co/storage/v1/object/public/fighters//asu_almabayev.png,9,-115,-1,"Wrestling, BJJ"
362,UFC Fight Night: Whittaker vs. De Ridder,1264,2025-07-26T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12268,4,Upcoming,Main,2025-07-26T19:00Z,ABC,4233,176,Blue,Jose,Ochoa,Kalzifer,12/31/00,24,Southpaw,125,67,67,http://www.ufc.com/athlete/Jose-Ochoa,Flyweight,8,1,0,1,Moyobamba,Moyobamba,Peru,Moyobamba,Moyobamba,Peru,https://ufc.com/images/2025-07/OCHOA_JOSE_07-26.png,,-105,1,MMA
363,UFC Fight Night: Whittaker vs. De Ridder,1264,2025-07-26T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12129,5,Upcoming,Main,2025-07-26T19:00Z,ABC,2076,132989,Red,Nikita,Krylov,The Miner,3/7/92,33,Orthodox,205,75,77.5,http://www.ufc.com/athlete/Nikita-Krylov,Light Heavyweight,30,10,0,0,Donetsk,,Ukraine,Kislovodsk,Stavropol,Russia,https://ufc.com/images/2025-07/KRYLOV_NIKITA_07-26.png,10,-190,-1,BJJ
364,UFC Fight Night: Whittaker vs. De Ridder,1264,2025-07-26T16:00Z,GMT+04:00,Upcoming,1,Ultimate Fighting Championship,Etihad Arena,329,Abu Dhabi,Abu Dhabi,United Arab Emirates,UAE,12129,5,Upcoming,Main,2025-07-26T19:00Z,ABC,4119,175,Blue,Bogdan,Guskov,Czarevitch,9/12/92,32,Orthodox,205,75,76,http://www.ufc.com/athlete/Bogdan-Guskov,Light Heavyweight,17,3,0,0,Dukent,Tashkent,Uzbekistan,Dukent,Tashkent,Uzbekistan,https://ufc.com/images/2025-07/GUSKOV_BOGDAN_07-26.png,13,160,3,"Boxing, Kickboxing"
