id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak,style
,UFC Fight Night: Moreno vs. Kavanagh,1299,2026-02-28T22:00Z,GMT-06:00,Final,1,Ultimate Fighting Championship,Arena CDMX,242,Mexico City,Distrito Federal,Mexico,MEX,12639,1,Final,Main,2026-03-01T01:00Z,Paramount+,2825,127073,Red,Brandon,Moreno,The Assassin Baby,1993-12-07,32,Orthodox,125.0,67.0,70.0,http://www.ufc.com/athlete/Brandon-Moreno,Flyweight,23,10,2,0,Tijuana,Baja California,Mexico,Tijuana,Baja California,Mexico,https://ufc.com/images/2026-02/MORENO_BRANDON_02-28.png,,,,
,UFC Fight Night: Moreno vs. Kavanagh,1299,2026-02-28T22:00Z,GMT-06:00,Final,1,Ultimate Fighting Championship,Arena CDMX,242,Mexico City,Distrito Federal,Mexico,MEX,12639,1,Final,Main,2026-03-01T01:00Z,Paramount+,4200,179948,Blue,Lone'er,Kavanagh,,1999-06-09,26,Orthodox,125.0,66.0,67.0,http://www.ufc.com/athlete/Lone’er-Kavanagh,Flyweight,10,1,0,0,London,England,United Kingdom,London,England,United Kingdom,,,,,
,UFC Fight Night: Moreno vs. Kavanagh,1299,2026-02-28T22:00Z,GMT-06:00,Final,1,Ultimate Fighting Championship,Arena CDMX,242,Mexico City,Distrito Federal,Mexico,MEX,12603,2,Final,Main,2026-03-01T01:00Z,Paramount+,2359,140770,Red,Marlon,Vera,Chito,1992-12-02,33,Switch,135.0,68.0,70.5,http://www.ufc.com/athlete/Marlon-Vera,Bantamweight,23,12,1,0,Chone,Manabi,Ecuador,Chone,Manabi,Ecuador,https://ufc.com/images/2026-02/VERA_MARLON_02-28.png,,,,
,UFC Fight Night: Moreno vs. Kavanagh,1299,2026-02-28T22:00Z,GMT-06:00,Final,1,Ultimate Fighting Championship,Arena CDMX,242,Mexico City,Distrito Federal,Mexico,MEX,12603,2,Final,Main,2026-03-01T01:00Z,Paramount+,4295,164490,Blue,David,Martinez,,1998-08-03,27,Orthodox,135.0,65.0,67.5,http://www.ufc.com/athlete/David-Martinez,Bantamweight,14,1,0,0,Ecatepec de Morelos,Estado de Mexico,Mexico,Mexico City,Distrito Federal,Mexico,https://ufc.com/images/2025-09/MARTINEZ_DAVID_09-13.png,,,,
,UFC Fight Night: Moreno vs. Kavanagh,1299,2026-02-28T22:00Z,GMT-06:00,Final,1,Ultimate Fighting Championship,Arena CDMX,242,Mexico City,Distrito Federal,Mexico,MEX,12600,3,Final,Main,2026-03-01T01:00Z,Paramount+,3697,165233,Red,Daniel,Zellhuber,Golden Boy,1999-07-07,26,Switch,155.0,73.0,77.0,http://www.ufc.com/athlete/Daniel-Zellhuber,Lightweight,15,4,0,0,Mexico City,Distrito Federal,Mexico,Mexico City,Distrito Federal,Mexico,https://ufc.com/images/2026-02/ZELLHUBER_DANIEL_02-28.png,,,,
,UFC Fight Night: Moreno vs. Kavanagh,1299,2026-02-28T22:00Z,GMT-06:00,Final,1,Ultimate Fighting Championship,Arena CDMX,242,Mexico City,Distrito Federal,Mexico,MEX,12600,3,Final,Main,2026-03-01T01:00Z,Paramount+,1683,106304,Blue,King,Green,,1986-09-09,39,Orthodox,155.0,70.0,71.0,http://www.ufc.com/athlete/King-Green,Lightweight,34,17,1,1,San Bernardino,California,USA,Fontana,California,USA,https://ufc.com/images/2026-02/GREEN_KING_02-28.png,,,,
,UFC Fight Night: Moreno vs. Kavanagh,1299,2026-02-28T22:00Z,GMT-06:00,Final,1,Ultimate Fighting Championship,Arena CDMX,242,Mexico City,Distrito Federal,Mexico,MEX,12584,4,Final,Main,2026-03-01T01:00Z,Paramount+,3906,164503,Red,Edgar,Chairez,Puro Chicali,1996-01-27,30,Orthodox,125.0,67.0,71.0,http://www.ufc.com/athlete/Edgar-Chairez,Flyweight,13,6,0,1,Mexicali,Baja California,Mexico,Mexicali,Baja California,Mexico,https://ufc.com/images/2026-02/CHAIREZ_EDGAR_02-28.png,,,,
,UFC Fight Night: Moreno vs. Kavanagh,1299,2026-02-28T22:00Z,GMT-06:00,Final,1,Ultimate Fighting Championship,Arena CDMX,242,Mexico City,Distrito Federal,Mexico,MEX,12584,4,Final,Main,2026-03-01T01:00Z,Paramount+,4038,167673,Blue,Felipe,Bunes,Felipinho,1989-10-29,36,Orthodox,125.0,67.0,69.0,http://www.ufc.com/athlete/Felipe-Bunes,Flyweight,14,9,0,0,Natal,Rio Grande do Norte,Brazil,Natal,Rio Grande do Norte,Brazil,https://ufc.com/images/2026-02/BUNES_FELIPE_02-28.png,,,,
,UFC Fight Night: Moreno vs. Kavanagh,1299,2026-02-28T22:00Z,GMT-06:00,Final,1,Ultimate Fighting Championship,Arena CDMX,242,Mexico City,Distrito Federal,Mexico,MEX,12585,5,Final,Main,2026-03-01T01:00Z,Paramount+,4462,178335,Red,Imanol,Rodriguez,Himan,1999-11-15,26,Orthodox,125.0,64.0,64.5,http://www.ufc.com/athlete/Imanol-Rodriguez,Flyweight,7,0,0,0,Ensenada,Baja California,Mexico,Ensenada,Baja California,Mexico,https://ufc.com/images/2026-02/RODRIGUEZ_IMANOL_02-28.png,,,,
,UFC Fight Night: Moreno vs. Kavanagh,1299,2026-02-28T22:00Z,GMT-06:00,Final,1,Ultimate Fighting Championship,Arena CDMX,242,Mexico City,Distrito Federal,Mexico,MEX,12585,5,Final,Main,2026-03-01T01:00Z,Paramount+,4027,174414,Blue,Kevin,Borjas,El Gallo Negro,1997-12-06,28,Orthodox,125.0,65.0,68.0,http://www.ufc.com/athlete/Kevin-Borjas,Flyweight,10,5,0,0,Lima,,Peru,Lima,,Peru,https://ufc.com/images/2026-02/BORJAS_KEVIN_02-28.png,,,,
