id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak,style
791,UFC Fight Night: Royval vs. Kape,1292,2025-12-14T00:00Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12469,1,Upcoming,Main,2025-12-14T03:00Z,ESPN+,3459,124986,Red,Brandon,Royval,Raw Dawg,8/16/92,33,Southpaw,125,69,68,http://www.ufc.com/athlete/Brandon-Royval,Flyweight,17,8,0,0,Denver,Colorado,USA,Denver,Colorado,USA,https://ufc.com/images/2025-12/ROYVAL_BRANDON_12-13.png,2,240,-1,BJJ
792,UFC Fight Night: Royval vs. Kape,1292,2025-12-14T00:00Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12469,1,Upcoming,Main,2025-12-14T03:00Z,ESPN+,3455,163642,Blue,Manel,Kape,StarBoy,11/14/93,32,Southpaw,125,65,68,http://www.ufc.com/athlete/Manel-Kape,Flyweight,21,7,0,0,Luanda,Luanda,Angola,Porto,,Portugal,https://ufc.com/images/2025-12/KAPE_MANEL_12-13.png,6,-280,2,MMA
793,UFC Fight Night: Royval vs. Kape,1292,2025-12-14T00:00Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12518,2,Upcoming,Main,2025-12-14T03:00Z,ESPN+,3094,146626,Red,Giga,Chikadze,Ninja,8/25/88,37,Orthodox,145,72,74,http://www.ufc.com/athlete/Giga-Chikadze,Featherweight,15,5,0,0,Tbilisi,,Georgia,Tbilisi,,Georgia,https://ufc.com/images/2025-12/CHIKADZE_GIGA_12-13.png,15,270,-2,Kickboxer
794,UFC Fight Night: Royval vs. Kape,1292,2025-12-14T00:00Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12518,2,Upcoming,Main,2025-12-14T03:00Z,ESPN+,4066,174771,Blue,Kevin,Vallejos,El Chino,12/8/01,24,Switch,145,67,68,http://www.ufc.com/athlete/Kevin-Vallejos,Featherweight,16,1,0,0,Mar del Plata,Buenos Aires,Argentina,Mar del Plata,Buenos Aires,Argentina,https://ufc.com/images/2025-12/VALLEJOS_KEVIN_12-13.png,,-330,5,Boxer
795,UFC Fight Night: Royval vs. Kape,1292,2025-12-14T00:00Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12522,3,Upcoming,Main,2025-12-14T03:00Z,ESPN+,4026,147141,Red,Cesar,Almeida,Cesinha,3/28/88,37,Orthodox,185,73,74,http://www.ufc.com/athlete/Cesar-Almeida,Middleweight,7,1,0,0,Sao Paulo,Sao Paulo,Brazil,Sao Paulo,Sao Paulo,Brazil,https://ufc.com/images/2025-12/ALMEIDA_CESAR_12-13.png,,180,2,Kickboxer
796,UFC Fight Night: Royval vs. Kape,1292,2025-12-14T00:00Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12522,3,Upcoming,Main,2025-12-14T03:00Z,ESPN+,4375,186515,Blue,Cezary,Oleksiejczuk,,1/6/00,25,Southpaw,185,75,75.5,http://www.ufc.com/athlete/Cezary-Oleksiejczuk,Middleweight,16,3,0,0,Wlodawa,Lublin,Poland,Barki,Lublin,Poland,https://ufc.com/images/2025-12/OLEKSIEJZCUK_CEZARY_12-13.png,,-210,4,Striker
797,UFC Fight Night: Royval vs. Kape,1292,2025-12-14T00:00Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12521,4,Upcoming,Main,2025-12-14T03:00Z,ESPN+,3966,169117,Red,Melquizael,Costa,The Dalmatian,9/14/96,29,Southpaw,145,70,71,http://www.ufc.com/athlete/Melquizael-Costa,Featherweight,24,7,0,0,Porto de Moz,Para,Brazil,Porto de Moz,Para,Brazil,https://ufc.com/images/2025-12/COSTA_MELQUIZAEL_12-13.png,,-150,1,
798,UFC Fight Night: Royval vs. Kape,1292,2025-12-14T00:00Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12521,4,Upcoming,Main,2025-12-14T03:00Z,ESPN+,4131,175819,Blue,Morgan,Charriere,The Last Pirate,10/26/95,30,Orthodox,145,68,69,http://www.ufc.com/athlete/Morgan-Charriere,Featherweight,21,11,1,0,Poissy,Ile-de-France,France,Mantes-la-Jolie,Ile-de-France,France,https://ufc.com/images/2025-12/CHARRIERE_MORGAN_12-13.png,,130,4,French Boxer
799,UFC Fight Night: Royval vs. Kape,1292,2025-12-14T00:00Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12519,5,Upcoming,Main,2025-12-14T03:00Z,ESPN+,2984,146457,Red,Kennedy,Nzechukwu,Chosen,6/13/92,33,Southpaw,236,77,83,http://www.ufc.com/athlete/Kennedy-Nzechukwu,Heavyweight,14,6,0,0,,Imo,Nigeria,Dallas,Texas,USA,https://ufc.com/images/2025-12/NZECHUKWU_KENNEDY_12-13.png,,-125,-1,Striker
800,UFC Fight Night: Royval vs. Kape,1292,2025-12-14T00:00Z,GMT-08:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12519,5,Upcoming,Main,2025-12-14T03:00Z,ESPN+,4425,186166,Blue,Marcus,Buchecha,,1/8/90,35,Orthodox,255,74,77.5,http://www.ufc.com/athlete/Marcus-Buchecha,Heavyweight,5,2,0,0,Santos,Sao Paulo,Brazil,Santos,Sao Paulo,Brazil,https://ufc.com/images/2025-12/BUCHECHA_MARCUS_12-13.png,,105,-1,BJJ
