id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak,style
403,UFC Fight Night: Dolidze vs. Hernandez,1270,2025-08-09T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12176,1,Upcoming,Main,2025-08-09T23:00Z,ESPN,3238,158929,Red,Roman,Dolidze,,7/15/88,37,Orthodox,185,74,76,http://www.ufc.com/athlete/Roman-Dolidze,Middleweight,15,3,0,0,Batumi,Adjara,Georgia,Batumi,Adjara,Georgia,https://ufc.com/images/2025-03/DOLIDZE_ROMAN_03-15.png,9,270,3,
404,UFC Fight Night: Dolidze vs. Hernandez,1270,2025-08-09T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12176,1,Upcoming,Main,2025-08-09T23:00Z,ESPN,3091,139460,Blue,Anthony,Hernandez,Fluffy,10/18/93,31,Orthodox,185,72,75,http://www.ufc.com/athlete/Anthony-Hernandez,Middleweight,14,2,0,1,Woodland,California,USA,Dunnigan,California,USA,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/HERNANDEZ_ANTHONY_L_10-19.png?itok=0vImhVP7,10,-312,7,
405,UFC Fight Night: Dolidze vs. Hernandez,1270,2025-08-09T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12310,2,Upcoming,Main,2025-08-09T23:00Z,ESPN,3869,172880,Red,Steve,Erceg,Astroboy,7/27/95,30,Orthodox,125,68,68,http://www.ufc.com/athlete/Steve-Erceg,Bantamweight,12,4,0,0,Perth,Western Australia,Australia,Perth,Western Australia,Australia,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/ERCEG_STEVEN_L_08-17.png?itok=YU3VJrRs,,-556,-3,
406,UFC Fight Night: Dolidze vs. Hernandez,1270,2025-08-09T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12310,2,Upcoming,Main,2025-08-09T23:00Z,ESPN,3329,133,Blue,Ode,Osbourne,The Jamaican Sensation,1/9/92,33,Southpaw,125,67,73,http://www.ufc.com/athlete/Ode-Osbourne,Bantamweight,13,8,0,1,Kingston,,Jamaica,Milwaukee,Wisconsin,USA,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-04/OSBOURNE_ODE_L_04-05.png?itok=fbYc4dxT,,440,1,
407,UFC Fight Night: Dolidze vs. Hernandez,1270,2025-08-09T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12246,3,Upcoming,Main,2025-08-09T23:00Z,ESPN,3919,169989,Red,Iasmin,Lucindo,,1/8/02,23,Orthodox,115,63,66,http://www.ufc.com/athlete/Iasmin-Lucindo,Women's Strawweight,17,6,0,0,Fortaleza,Ceara,Brazil,Fortaleza,Ceara,Brazil,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/LUCINDO_IASMIN_L_04-22.png?itok=i_bF2e4x,8,-161,-1,
408,UFC Fight Night: Dolidze vs. Hernandez,1270,2025-08-09T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12246,3,Upcoming,Main,2025-08-09T23:00Z,ESPN,2352,138232,Blue,Angela,Hill,Overkill,1/12/85,40,Orthodox,115,63,64.5,http://www.ufc.com/athlete/Angela-Hill,Women's Strawweight,18,14,0,0,Clinton,Maryland,USA,Clinton,Maryland,USA,https://ufc.com/images/2025-02/HILL_ANGELA_02-15.png,12,143,1,
409,UFC Fight Night: Dolidze vs. Hernandez,1270,2025-08-09T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12243,4,Upcoming,Main,2025-08-09T23:00Z,ESPN,2119,121633,Red,Andre,Fili,Touchy,6/25/90,35,Orthodox,145,71,74,http://www.ufc.com/athlete/Andre-Fili,Featherweight,24,12,0,1,Federal Way,Washington,USA,Sacramento,California,USA,https://ufc.com/images/2025-02/FILI_ANDRE_02-22.png,,205,-1,
410,UFC Fight Night: Dolidze vs. Hernandez,1270,2025-08-09T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12243,4,Upcoming,Main,2025-08-09T23:00Z,ESPN,3730,146904,Blue,Christian,Rodriguez,Ceerod,12/17/97,27,Orthodox,145,67,71.5,http://www.ufc.com/athlete/Christian-Rodriguez,Featherweight,12,3,0,0,Chicago,Illinois,USA,Milwaukee,Wisconsin,USA,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/RODRIGUEZ_CHRISTIAN_L_03-29.png?itok=b-wGwWHi,,-238,-1,
411,UFC Fight Night: Dolidze vs. Hernandez,1270,2025-08-09T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12210,5,Upcoming,Main,2025-08-09T23:00Z,ESPN,3313,132204,Red,Miles,Johns,Chapo,3/30/94,31,Orthodox,135,67,68,http://www.ufc.com/athlete/Miles-Johns,Bantamweight,15,3,0,1,Newton,Kansas,USA,Kansas City,Missouri,USA,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-12/JOHNS_MILES_L_12-14.png?itok=rImzAekH,,215,-1,
412,UFC Fight Night: Dolidze vs. Hernandez,1270,2025-08-09T20:00Z,GMT-07:00,Upcoming,1,Ultimate Fighting Championship,UFC Apex,316,Las Vegas,Nevada,USA,USA,12210,5,Upcoming,Main,2025-08-09T23:00Z,ESPN,4104,171,Blue,Jean,Matsumoto,,9/9/99,25,Orthodox,135,66,68.5,http://www.ufc.com/athlete/Jean-Matsumoto,Bantamweight,16,1,0,0,Braganca Paulista,Sao Paulo,Brazil,Braganca Paulista,Sao Paulo,Brazil,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/7/MATSUMOTO_JEAN_L_04-06.png?itok=Rtm4jikr,,-250,-1,
