id,Event,EventId,StartTime,TimeZone,EventStatus,OrganizationId,OrganizationName,Venue,VenueId,Location_City,Location_State,Location_Country,TriCode,FightId,FightOrder,FightStatus,CardSegment,CardSegmentStartTime,CardSegmentBroadcaster,FighterId,MMAId,Corner,FirstName,LastName,Nickname,DOB,Age,Stance,Weight_lbs,Height_in,Reach_in,UFC_Profile,FighterWeightClass,Record_Wins,Record_Losses,Record_Draws,Record_NoContests,Born_City,Born_State,Born_Country,FightingOutOf_City,FightingOutOf_State,FightingOutOf_Country,ImageURL,Rank,odds,Streak,style
707,UFC 322: Della Maddalena vs. Makhachev,1286,2025-11-15T23:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Madison Square Garden,276,New York City,New York,USA,USA,12382,1,Upcoming,Main,2025-11-16T03:00Z,PPV,3753,164675,Red,Jack,Della Maddalena,,9/10/96,29,Switch,170,71,73,http://www.ufc.com/athlete/Jack-Della-Maddalena,Welterweight,18,2,0,0,Perth,Western Australia,Australia,Perth,Western Australia,Australia,https://ufc.com/images/2025-11/DELLA_MADDALENA_JACK_BELT_11-15.png,0,230,18,Boxing
708,UFC 322: Della Maddalena vs. Makhachev,1286,2025-11-15T23:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Madison Square Garden,276,New York City,New York,USA,USA,12382,1,Upcoming,Main,2025-11-16T03:00Z,PPV,2466,143938,Blue,Islam,Makhachev,,10/27/91,34,Southpaw,170,70,70.5,http://www.ufc.com/athlete/Islam-Makhachev,Welterweight,27,1,0,0,,Dagestan,Russia,Makhachkala,Dagestan,Russia,https://ufc.com/images/2025-11/MAKHACHEV_ISLAM_11-15.png,,-285,15,Combat Sambo
709,UFC 322: Della Maddalena vs. Makhachev,1286,2025-11-15T23:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Madison Square Garden,276,New York City,New York,USA,USA,12383,2,Upcoming,Main,2025-11-16T03:00Z,PPV,2731,142088,Red,Valentina,Shevchenko,Bullet,3/7/88,37,Southpaw,125,65,66.5,http://www.ufc.com/athlete/Valentina-Shevchenko,Women's Flyweight,25,4,1,0,Bishkek,,Kyrgyzstan,Bishkek,,Kyrgyzstan,https://ufc.com/images/2025-11/SHEVCHENKO_VALENTINA_BELT_11-15.png,0,-135,2,Muay Thai
710,UFC 322: Della Maddalena vs. Makhachev,1286,2025-11-15T23:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Madison Square Garden,276,New York City,New York,USA,USA,12383,2,Upcoming,Main,2025-11-16T03:00Z,PPV,3099,156473,Blue,Zhang,Weili,Magnum,8/13/89,36,Switch,115,64,63,http://www.ufc.com/athlete/Zhang-Weili,Women's Flyweight,26,3,0,0,,Hebei,China,Beijing,,China,https://ufc.com/images/2025-11/WEILI_ZHANG_11-15.png,,114,5,Sanda
711,UFC 322: Della Maddalena vs. Makhachev,1286,2025-11-15T23:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Madison Square Garden,276,New York City,New York,USA,USA,12489,3,Upcoming,Main,2025-11-16T03:00Z,PPV,3262,125561,Red,Sean,Brady,,11/23/92,32,Orthodox,170,70,72,http://www.ufc.com/athlete/Sean-Brady,Welterweight,18,1,0,0,Philadelphia,Pennsylvania,USA,Philadelphia,Pennsylvania,USA,https://ufc.com/images/2025-11/BRADY_SEAN_11-15.png,2,-135,3,BJJ
712,UFC 322: Della Maddalena vs. Makhachev,1286,2025-11-15T23:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Madison Square Garden,276,New York City,New York,USA,USA,12489,3,Upcoming,Main,2025-11-16T03:00Z,PPV,3700,166072,Blue,Michael,Morales,,6/24/99,26,Orthodox,170,72,79,http://www.ufc.com/athlete/Michael-Morales,Welterweight,18,0,0,0,Pasaje,El Oro,Ecuador,Tijuana,Baja California,Mexico,https://ufc.com/images/2025-11/MORALES_MICHAEL_11-15.png,8,114,18,Wrestling
713,UFC 322: Della Maddalena vs. Makhachev,1286,2025-11-15T23:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Madison Square Garden,276,New York City,New York,USA,USA,12385,4,Upcoming,Main,2025-11-16T03:00Z,PPV,2329,141316,Red,Leon,Edwards,Rocky,8/25/91,34,Southpaw,170,74,74,http://www.ufc.com/athlete/Leon-Edwards,Welterweight,22,5,0,1,Kingston,,Jamaica,Birmingham,England,United Kingdom,https://ufc.com/images/2025-11/EDWARDS_LEON_11-15.png,4,145,-2,Striking
714,UFC 322: Della Maddalena vs. Makhachev,1286,2025-11-15T23:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Madison Square Garden,276,New York City,New York,USA,USA,12385,4,Upcoming,Main,2025-11-16T03:00Z,PPV,4075,171774,Blue,Carlos,Prates,The Nightmare,8/17/93,32,Switch,170,73,78,http://www.ufc.com/athlete/Carlos-Prates,Welterweight,22,7,0,0,Taubate,Sao Paulo,Brazil,Taubate,Sao Paulo,Brazil,https://ufc.com/images/2025-11/PRATES_CARLOS_11-15.png,9,-175,1,Muay Thai
715,UFC 322: Della Maddalena vs. Makhachev,1286,2025-11-15T23:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Madison Square Garden,276,New York City,New York,USA,USA,12450,5,Upcoming,Main,2025-11-16T03:00Z,PPV,2168,132943,Red,Beneil,Dariush,,5/6/89,36,Southpaw,155,70,72,http://www.ufc.com/athlete/Beneil-Dariush,Lightweight,23,6,1,0,Goetapeh,,Iran,Yorba Linda,California,USA,https://ufc.com/images/2025-11/DARIUSH_BENEIL_11-15.png,9,150,1,BJJ
716,UFC 322: Della Maddalena vs. Makhachev,1286,2025-11-15T23:00Z,GMT-05:00,Upcoming,1,Ultimate Fighting Championship,Madison Square Garden,276,New York City,New York,USA,USA,12450,5,Upcoming,Main,2025-11-16T03:00Z,PPV,3769,166522,Blue,Benoit,Saint Denis,God of War,12/18/95,29,Southpaw,155,71,73,http://www.ufc.com/athlete/Benoit-Saint-Denis,Lightweight,15,3,0,1,Nimes,,France,Paris,,France,https://ufc.com/images/2025-11/SAINT_DENIS_BENOIT_11-15.png,13,-180,2,Judo
